city,county,totalvote16,REP16,DEM16,CON16,LIB16,hidden16,WGR16,IND16,SCATTERING16,totalvote12,REP12,DEM12,CON12,IND12,hidden12,SCATTERING12
TOWN OF SHERMAN,SHEBOYGAN,890,649,198,4,24,0,11,1,3,940,674,257,3,6,0,0
TOWN OF WILSON,SHEBOYGAN,2255,1273,859,15,66,0,7,11,24,2312,1364,934,4,10,0,0
VILLAGE OF ADELL,SHEBOYGAN,276,208,51,3,7,0,2,2,3,295,200,85,1,8,0,0
VILLAGE OF CASCADE,SHEBOYGAN,375,245,105,4,14,0,3,1,3,381,237,137,2,2,0,0
VILLAGE OF CEDAR GROVE,SHEBOYGAN,1179,880,204,13,47,0,2,17,16,1210,950,247,1,11,0,0
VILLAGE OF ELKHART LAKE,SHEBOYGAN,701,338,308,4,27,0,12,9,3,679,366,294,2,15,0,0
VILLAGE OF GLENBEULAH,SHEBOYGAN,264,145,96,3,14,0,2,0,4,284,140,144,0,0,0,0
VILLAGE OF HOWARDS GROVE,SHEBOYGAN,1949,1139,679,8,83,0,17,8,15,1946,1144,785,3,12,0,0
VILLAGE OF KOHLER,SHEBOYGAN,1356,726,562,1,32,0,4,13,18,1354,848,502,1,3,0,0
VILLAGE OF OOSTBURG,SHEBOYGAN,1841,1465,240,18,76,0,9,22,11,1855,1515,321,5,11,0,0
VILLAGE OF RANDOM LAKE,SHEBOYGAN,882,593,237,4,32,0,4,1,11,955,667,280,2,6,0,0
VILLAGE OF WALDO,SHEBOYGAN,295,197,72,3,14,0,4,3,2,282,183,97,0,2,0,0
CITY OF PLYMOUTH,SHEBOYGAN,4387,2329,1743,25,189,0,38,35,28,4579,2544,1984,9,40,0,0
CITY OF SHEBOYGAN,SHEBOYGAN,20947,8788,10495,113,953,0,262,128,208,22959,9379,13306,49,218,0,0
CITY OF SHEBOYGAN FALLS,SHEBOYGAN,4564,2405,1781,34,215,0,41,42,46,4641,2491,2094,9,44,0,0
TOWN OF AURORA,TAYLOR,178,135,39,0,1,0,1,1,1,164,96,65,1,2,0,0
TOWN OF BROWNING,TAYLOR,424,325,73,3,16,0,3,3,1,400,268,125,2,5,0,0
TOWN OF CHELSEA,TAYLOR,376,273,84,3,9,0,0,3,4,379,241,134,0,3,0,0
TOWN OF CLEVELAND,TAYLOR,131,98,21,1,9,0,2,0,0,122,90,31,0,1,0,0
TOWN OF DEER CREEK,TAYLOR,346,277,60,0,7,0,1,0,1,345,224,115,2,2,0,0
TOWN OF FORD,TAYLOR,137,93,37,0,6,0,1,0,0,131,70,60,0,0,0,0
TOWN OF GOODRICH,TAYLOR,277,205,60,1,8,0,1,2,0,266,180,80,1,5,0,0
TOWN OF GREENWOOD,TAYLOR,322,239,73,1,5,0,3,1,0,327,186,132,3,4,0,0
TOWN OF GROVER,TAYLOR,132,103,19,0,5,0,3,2,0,116,80,33,1,2,0,0
TOWN OF HAMMEL,TAYLOR,407,294,94,1,11,0,1,2,4,395,253,135,1,5,0,0
TOWN OF HOLWAY,TAYLOR,269,189,62,4,9,0,3,2,0,273,171,99,0,3,0,0
TOWN OF JUMP RIVER,TAYLOR,139,91,44,0,2,0,2,0,0,129,70,55,1,3,0,0
TOWN OF LITTLE BLACK,TAYLOR,552,382,142,2,18,0,2,4,2,562,325,230,2,5,0,0
TOWN OF MAPLEHURST,TAYLOR,168,133,31,0,3,0,0,1,0,173,102,67,0,4,0,0
TOWN OF MCKINLEY,TAYLOR,170,142,24,1,2,0,1,0,0,170,109,54,3,3,0,0
TOWN OF MEDFORD,TAYLOR,1299,932,297,4,48,0,1,3,14,1261,814,434,1,10,0,0
TOWN OF MOLITOR,TAYLOR,168,117,47,0,1,0,1,2,0,181,103,76,2,0,0,0
TOWN OF PERSHING,TAYLOR,76,44,30,0,1,0,1,0,0,79,35,43,1,0,0,0
TOWN OF RIB LAKE,TAYLOR,383,273,86,2,15,0,2,3,2,407,245,160,0,2,0,0
TOWN OF ROOSEVELT,TAYLOR,173,118,47,1,6,0,1,0,0,178,81,94,0,2,0,0
TOWN OF TAFT,TAYLOR,146,103,36,0,7,0,0,0,0,151,76,73,1,1,0,0
TOWN OF WESTBORO,TAYLOR,370,286,70,2,6,0,2,2,2,398,227,168,0,2,0,0
VILLAGE OF GILMAN,TAYLOR,183,112,61,1,5,0,3,0,1,189,86,97,0,5,0,0
VILLAGE OF LUBLIN,TAYLOR,53,39,13,0,1,0,0,0,0,55,28,27,0,0,0,0
VILLAGE OF RIB LAKE,TAYLOR,354,232,103,5,7,0,2,1,4,394,202,185,3,4,0,0
VILLAGE OF STETSONVILLE,TAYLOR,246,163,70,2,8,0,2,1,0,238,128,108,1,1,0,0
CITY OF MEDFORD,TAYLOR,1992,1181,670,13,79,0,28,12,9,2029,1111,883,5,25,0,0
TOWN OF ALBION,TREMPEALEAU,345,202,126,0,15,0,2,0,0,316,137,175,1,3,0,0
TOWN OF ARCADIA,TREMPEALEAU,915,573,318,6,11,0,4,0,3,842,409,423,0,10,0,0
TOWN OF BURNSIDE,TREMPEALEAU,205,120,76,1,6,0,1,0,1,228,93,133,0,1,0,0
TOWN OF CALEDONIA,TREMPEALEAU,502,287,187,2,13,0,8,3,2,506,236,262,3,4,0,0
TOWN OF CHIMNEY ROCK,TREMPEALEAU,149,84,63,0,1,0,1,0,0,131,57,74,0,0,0,0
TOWN OF DODGE,TREMPEALEAU,234,130,95,4,3,0,1,0,1,238,95,138,0,5,0,0
TOWN OF ETTRICK,TREMPEALEAU,681,333,313,3,15,0,12,0,5,695,275,412,1,7,0,0
TOWN OF GALE,TREMPEALEAU,949,547,354,6,31,0,8,3,0,926,437,479,3,5,0,0
TOWN OF HALE,TREMPEALEAU,578,328,226,4,19,0,0,0,1,535,235,297,0,3,0,0
TOWN OF LINCOLN,TREMPEALEAU,323,163,140,0,13,0,3,1,3,319,123,192,0,3,0,0
TOWN OF PIGEON,TREMPEALEAU,364,200,143,2,12,0,2,4,1,355,152,194,0,8,0,0
TOWN OF PRESTON,TREMPEALEAU,422,230,172,4,11,0,2,0,3,406,166,236,2,2,0,0
TOWN OF SUMNER,TREMPEALEAU,437,240,177,2,10,0,4,3,1,425,216,206,0,3,0,0
TOWN OF TREMPEALEAU,TREMPEALEAU,1014,548,421,5,26,0,11,1,2,989,480,498,2,9,0,0
TOWN OF UNITY,TREMPEALEAU,286,152,112,4,8,0,4,4,2,279,114,160,1,4,0,0
VILLAGE OF ELEVA,TREMPEALEAU,307,160,137,1,8,0,1,0,0,288,96,190,0,2,0,0
VILLAGE OF ETTRICK,TREMPEALEAU,265,136,116,0,8,0,4,0,1,247,98,146,0,3,0,0
VILLAGE OF PIGEON FALLS,TREMPEALEAU,190,87,89,3,8,0,0,0,3,190,78,110,0,1,0,0
VILLAGE OF STRUM,TREMPEALEAU,510,229,251,1,18,0,2,4,5,520,174,336,1,9,0,0
VILLAGE OF TREMPEALEAU,TREMPEALEAU,902,482,362,4,33,0,9,2,10,855,363,482,2,7,0,0
CITY OF ARCADIA,TREMPEALEAU,800,471,292,7,20,0,7,2,1,853,350,492,3,7,0,0
CITY OF BLAIR,TREMPEALEAU,513,241,241,4,16,0,6,2,3,499,178,312,1,8,0,0
CITY OF GALESVILLE,TREMPEALEAU,772,395,333,3,23,0,11,1,6,765,332,414,2,14,0,0
CITY OF INDEPENDENCE,TREMPEALEAU,462,254,177,3,15,0,8,3,2,500,207,286,0,6,0,0
CITY OF OSSEO,TREMPEALEAU,864,436,389,2,22,0,6,3,6,880,345,527,1,6,0,0
CITY OF WHITEHALL,TREMPEALEAU,698,338,326,1,23,0,1,3,6,694,261,431,0,1,0,0
TOWN OF BERGEN,VERNON,774,369,357,4,37,0,6,1,0,793,345,434,2,12,0,0
TOWN OF CHRISTIANA,VERNON,503,282,200,5,13,0,2,1,0,490,226,260,0,4,0,0
TOWN OF CLINTON,VERNON,244,127,104,0,8,0,2,1,2,245,117,121,0,7,0,0
TOWN OF COON,VERNON,426,208,200,2,11,0,5,0,0,429,193,233,0,3,0,0
TOWN OF FOREST,VERNON,251,140,98,4,3,0,5,0,1,267,126,132,1,8,0,0
TOWN OF FRANKLIN,VERNON,554,325,197,6,17,0,9,0,0,538,285,232,7,6,0,0
TOWN OF GENOA,VERNON,417,189,212,0,11,0,5,0,0,432,159,269,1,3,0,0
TOWN OF GREENWOOD,VERNON,194,110,74,0,6,0,1,2,1,193,84,101,2,2,0,0
TOWN OF HAMBURG,VERNON,537,258,233,9,29,0,5,0,3,556,250,298,0,7,0,0
TOWN OF HARMONY,VERNON,329,173,138,1,10,0,5,2,0,349,153,190,2,4,0,0
TOWN OF HILLSBORO,VERNON,344,221,106,7,4,0,5,1,0,360,176,174,0,7,0,0
TOWN OF JEFFERSON,VERNON,606,325,245,2,21,0,11,2,0,578,247,316,3,7,0,0
TOWN OF KICKAPOO,VERNON,268,132,121,1,5,0,8,0,1,281,111,163,0,7,0,0
TOWN OF LIBERTY,VERNON,172,71,86,1,4,0,7,1,2,144,56,81,1,5,0,0
TOWN OF STARK,VERNON,209,100,92,1,6,0,10,0,0,199,81,112,0,6,0,0
TOWN OF STERLING,VERNON,306,196,89,2,9,0,6,1,3,313,162,138,1,12,0,0
TOWN OF UNION,VERNON,235,120,92,5,9,0,8,0,1,224,97,118,2,6,0,0
TOWN OF VIROQUA,VERNON,961,493,418,5,21,0,20,4,0,977,447,515,0,12,0,0
TOWN OF WEBSTER,VERNON,339,133,172,2,12,0,14,1,5,348,120,211,0,15,0,0
TOWN OF WHEATLAND,VERNON,330,179,130,4,13,0,1,0,3,307,127,177,1,2,0,0
TOWN OF WHITESTOWN,VERNON,234,137,87,0,5,0,3,0,2,228,111,106,6,5,0,0
VILLAGE OF CHASEBURG,VERNON,162,82,64,0,10,0,4,1,1,148,69,74,2,2,0,0
VILLAGE OF COON VALLEY,VERNON,411,192,189,4,19,0,4,3,0,422,172,246,0,4,0,0
VILLAGE OF DE SOTO,VERNON,125,68,50,0,4,0,0,0,3,114,50,64,0,0,0,0
VILLAGE OF GENOA,VERNON,134,54,70,1,8,0,0,1,0,130,44,86,0,0,0,0
VILLAGE OF LA FARGE,VERNON,334,164,145,2,7,0,14,2,0,332,108,217,0,7,0,0
VILLAGE OF ONTARIO,VERNON,191,111,69,0,6,0,4,1,0,182,79,97,0,5,0,0
VILLAGE OF READSTOWN,VERNON,172,98,64,1,3,0,5,1,0,189,62,122,2,2,0,0
VILLAGE OF STODDARD,VERNON,428,204,198,0,10,0,8,6,2,428,155,271,0,2,0,0
VILLAGE OF VIOLA,VERNON,99,57,39,0,2,0,1,0,0,112,57,53,0,2,0,0
CITY OF HILLSBORO,VERNON,634,326,266,1,24,0,10,3,4,667,260,400,2,5,0,0
CITY OF VIROQUA,VERNON,2239,888,1187,9,47,0,90,7,11,2196,830,1326,6,34,0,0
CITY OF WESTBY,VERNON,1113,472,579,5,37,0,13,5,2,1098,383,707,1,6,0,0
TOWN OF ARBOR VITAE,VILAS,2056,1235,726,7,45,0,24,5,14,2094,1192,880,5,11,0,0
TOWN OF BOULDER JUNCTION,VILAS,694,417,245,2,17,0,2,1,10,732,419,303,0,8,0,0
TOWN OF CLOVERLAND,VILAS,728,473,209,2,19,0,10,5,10,720,428,279,2,9,0,0
TOWN OF CONOVER,VILAS,853,544,275,2,17,0,7,4,4,818,473,338,0,7,0,0
TOWN OF LAC DU FLAMBEAU,VILAS,1437,588,762,4,36,0,26,3,18,1588,518,1059,0,7,0,0
TOWN OF LAND O-LAKES,VILAS,583,367,184,1,14,0,4,5,8,589,357,229,1,1,0,0
TOWN OF LINCOLN,VILAS,1607,1026,484,4,61,0,14,5,13,1560,927,616,2,10,0,0
TOWN OF MANITOWISH WATERS,VILAS,497,349,130,1,13,0,0,1,3,531,370,156,0,5,0,0
TOWN OF PHELPS,VILAS,787,524,220,8,16,0,13,4,2,793,467,317,0,7,0,0
TOWN OF PLUM LAKE,VILAS,377,234,117,3,13,0,3,1,6,387,218,164,0,4,0,0
TOWN OF PRESQUE ISLE,VILAS,542,303,218,2,13,0,2,2,2,561,335,222,0,3,0,0
TOWN OF ST. GERMAIN,VILAS,1313,850,420,1,19,0,5,2,16,1381,844,523,4,9,0,0
TOWN OF WASHINGTON,VILAS,1036,625,373,2,20,0,2,2,12,1036,598,434,0,4,0,0
TOWN OF WINCHESTER,VILAS,337,210,114,2,7,0,0,0,4,342,221,117,0,4,0,0
CITY OF EAGLE RIVER,VILAS,764,421,293,4,30,0,5,4,7,710,382,314,3,10,0,0
TOWN OF BLOOMFIELD,WALWORTH,684,367,258,6,32,0,10,9,2,718,383,325,5,5,0,0
TOWN OF DARIEN,WALWORTH,861,533,268,7,32,0,11,7,3,876,517,353,0,5,0,0
TOWN OF DELAVAN,WALWORTH,2718,1568,971,17,95,0,21,19,27,2757,1583,1127,4,29,0,0
TOWN OF EAST TROY,WALWORTH,2442,1677,629,10,72,0,16,15,23,2579,1807,744,3,22,0,0
TOWN OF GENEVA,WALWORTH,2710,1586,938,6,92,0,37,20,31,2567,1523,1021,5,17,0,0
TOWN OF LAFAYETTE,WALWORTH,1202,785,338,5,37,0,8,16,13,1230,793,426,2,9,0,0
TOWN OF LA GRANGE,WALWORTH,1364,848,419,4,47,0,17,10,19,1432,925,483,2,15,0,0
TOWN OF LINN,WALWORTH,1323,793,438,7,45,0,17,8,15,1313,821,481,0,11,0,0
TOWN OF LYONS,WALWORTH,1883,1198,574,2,50,0,21,20,18,1980,1245,713,0,18,0,0
TOWN OF RICHMOND,WALWORTH,1011,592,359,3,37,0,7,5,8,1044,548,485,2,7,0,0
TOWN OF SHARON,WALWORTH,491,320,151,1,15,0,3,1,0,489,297,189,0,3,0,0
TOWN OF SPRING PRAIRIE,WALWORTH,1355,954,319,5,41,0,11,18,7,1371,937,420,2,12,0,0
TOWN OF SUGAR CREEK,WALWORTH,2194,1362,695,6,90,0,17,6,18,2236,1322,883,5,22,0,0
TOWN OF TROY,WALWORTH,1507,987,434,11,44,0,13,10,8,1513,985,515,1,12,0,0
TOWN OF WALWORTH,WALWORTH,900,616,229,4,28,0,12,6,5,943,640,291,1,8,0,0
TOWN OF WHITEWATER,WALWORTH,861,464,335,1,42,0,9,2,8,921,514,392,1,11,0,0
VILLAGE OF BLOOMFIELD,WALWORTH,1971,1283,550,8,71,0,33,8,18,1929,1043,844,10,30,0,0
VILLAGE OF DARIEN,WALWORTH,672,371,250,5,26,0,15,3,2,689,328,355,0,6,0,0
VILLAGE OF EAST TROY,WALWORTH,2434,1498,730,13,128,0,18,20,27,2439,1531,881,4,17,0,0
VILLAGE OF FONTANA,WALWORTH,984,538,382,3,29,0,9,10,13,955,603,340,0,11,0,0
VILLAGE OF GENOA CITY,WALWORTH,1277,758,400,6,74,0,22,4,13,1310,708,574,2,23,0,0
VILLAGE OF MUKWONAGO,WALWORTH,99,59,35,0,5,0,0,0,0,63,39,24,0,0,0,0
VILLAGE OF SHARON,WALWORTH,662,362,243,2,40,0,10,4,1,666,302,352,1,11,0,0
VILLAGE OF WALWORTH,WALWORTH,1221,691,430,10,48,0,19,10,13,1244,727,498,0,17,0,0
VILLAGE OF WILLIAMS BAY,WALWORTH,1491,810,568,4,64,0,18,8,19,1481,885,576,6,11,0,0
CITY OF BURLINGTON,WALWORTH,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CITY OF DELAVAN,WALWORTH,3331,1556,1497,20,144,0,50,30,34,3573,1671,1842,11,44,0,0
CITY OF ELKHORN,WALWORTH,4516,2446,1725,25,194,0,40,47,39,4635,2473,2116,4,31,0,0
CITY OF LAKE GENEVA,WALWORTH,3522,1722,1554,12,126,0,49,21,38,3427,1667,1717,4,36,0,0
CITY OF WHITEWATER,WALWORTH,5704,2119,2990,19,368,0,99,30,79,5923,2189,3585,8,120,0,0
TOWN OF BARRONETT,WASHBURN,222,129,83,0,7,0,2,0,1,223,111,107,0,4,0,0
TOWN OF BASHAW,WASHBURN,599,384,190,3,14,0,4,0,4,593,344,246,1,2,0,0
TOWN OF BASS LAKE,WASHBURN,306,214,80,0,4,0,4,4,0,298,167,125,0,6,0,0
TOWN OF BEAVER BROOK,WASHBURN,425,251,146,3,18,0,2,2,3,427,224,193,1,7,0,0
TOWN OF BIRCHWOOD,WASHBURN,403,284,108,3,5,0,0,2,1,364,231,127,0,4,0,0
TOWN OF BROOKLYN,WASHBURN,166,101,56,0,8,0,1,0,0,166,79,81,1,4,0,0
TOWN OF CASEY,WASHBURN,273,160,108,1,4,0,0,0,0,274,129,139,0,4,0,0
TOWN OF CHICOG,WASHBURN,174,95,70,0,5,0,3,0,1,182,71,110,0,1,0,0
TOWN OF CRYSTAL,WASHBURN,162,106,47,0,3,0,3,0,3,158,88,65,1,1,0,0
TOWN OF EVERGREEN,WASHBURN,689,429,226,4,18,0,2,5,5,674,350,315,0,8,0,0
TOWN OF FROG CREEK,WASHBURN,79,51,23,0,3,0,1,1,0,80,39,40,0,1,0,0
TOWN OF GULL LAKE,WASHBURN,131,71,55,0,2,0,3,0,0,120,50,65,0,5,0,0
TOWN OF LONG LAKE,WASHBURN,403,226,155,1,13,0,3,0,5,434,218,212,2,1,0,0
TOWN OF MADGE,WASHBURN,354,189,156,0,5,0,3,0,1,345,158,187,0,0,0,0
TOWN OF MINONG,WASHBURN,573,307,248,1,10,0,4,3,0,564,278,277,1,6,0,0
TOWN OF SARONA,WASHBURN,233,162,63,2,4,0,0,1,1,219,133,83,1,1,0,0
TOWN OF SPOONER,WASHBURN,447,264,159,0,19,0,1,0,4,456,246,202,0,8,0,0
TOWN OF SPRINGBROOK,WASHBURN,260,160,82,1,8,0,6,1,2,250,137,107,0,6,0,0
TOWN OF STINNETT,WASHBURN,116,80,32,0,1,0,1,0,2,125,75,49,0,1,0,0
TOWN OF STONE LAKE,WASHBURN,292,185,88,1,13,0,2,0,3,291,166,121,0,4,0,0
TOWN OF TREGO,WASHBURN,571,341,196,2,17,0,7,0,8,574,293,268,2,10,0,0
VILLAGE OF BIRCHWOOD,WASHBURN,223,137,70,1,10,0,2,0,3,224,105,115,0,4,0,0
VILLAGE OF MINONG,WASHBURN,218,133,78,1,3,0,3,0,0,247,95,149,1,2,0,0
CITY OF SPOONER,WASHBURN,1129,614,443,3,43,0,11,15,0,1240,570,649,1,17,0,0
CITY OF SHELL LAKE,WASHBURN,745,363,320,2,35,0,7,6,12,759,342,415,1,1,0,0
TOWN OF ADDISON,WASHINGTON,2051,1548,400,8,70,0,16,9,0,2126,1604,504,3,14,0,0
TOWN OF BARTON,WASHINGTON,1716,1211,426,5,53,0,11,10,0,1736,1238,478,3,14,0,0
TOWN OF ERIN,WASHINGTON,2520,1795,584,18,77,0,14,32,0,2609,1916,654,24,11,0,0
TOWN OF FARMINGTON,WASHINGTON,2195,1655,465,6,37,0,22,10,0,2238,1679,533,6,17,0,0
TOWN OF GERMANTOWN,WASHINGTON,156,103,49,0,3,0,0,1,0,172,124,46,1,1,0,0
TOWN OF HARTFORD,WASHINGTON,2224,1624,498,4,77,0,11,10,0,2293,1693,588,3,8,0,0
TOWN OF JACKSON,WASHINGTON,2845,2125,573,14,96,0,18,19,0,2843,2239,579,1,22,0,0
TOWN OF KEWASKUM,WASHINGTON,702,526,145,4,24,0,3,0,0,702,508,189,2,3,0,0
TOWN OF POLK,WASHINGTON,2529,1890,531,12,70,0,16,10,0,2564,1948,601,8,7,0,0
TOWN OF TRENTON,WASHINGTON,2928,2127,679,10,87,0,13,12,0,3013,2220,770,3,16,0,0
TOWN OF WAYNE,WASHINGTON,1294,1001,241,2,33,0,4,13,0,1307,1028,266,1,10,0,0
TOWN OF WEST BEND,WASHINGTON,3022,2105,758,13,93,0,25,28,0,3112,2299,787,3,22,0,0
VILLAGE OF GERMANTOWN,WASHINGTON,12096,7473,3879,43,516,0,83,102,0,12383,8438,3839,6,86,0,0
VILLAGE OF JACKSON,WASHINGTON,3882,2635,1028,18,161,0,26,14,0,3929,2715,1172,9,30,0,0
VILLAGE OF KEWASKUM,WASHINGTON,2255,1573,559,16,74,0,19,14,0,2286,1573,682,2,21,0,0
VILLAGE OF NEWBURG,WASHINGTON,603,466,110,1,22,0,2,2,0,621,461,157,0,2,0,0
VILLAGE OF RICHFIELD,WASHINGTON,7649,5511,1817,18,222,0,27,54,0,7712,5778,1876,10,41,0,0
VILLAGE OF SLINGER,WASHINGTON,2899,1986,758,11,103,0,21,20,0,2905,2011,862,4,26,0,0
CITY OF HARTFORD,WASHINGTON,7153,4539,2177,32,274,0,61,70,0,7414,4731,2581,11,78,0,0
CITY OF WEST BEND,WASHINGTON,16038,9847,5175,75,655,0,151,135,0,16777,10562,6002,22,166,0,0
TOWN OF BROOKFIELD,WAUKESHA,3968,2267,1476,11,129,0,19,27,39,4140,2694,1420,3,17,0,0
TOWN OF DELAFIELD,WAUKESHA,5271,3398,1512,18,181,0,28,75,59,5483,4155,1294,3,29,0,0
TOWN OF EAGLE,WAUKESHA,2199,1496,564,14,77,0,15,12,21,2208,1617,576,1,13,0,0
TOWN OF GENESEE,WAUKESHA,4857,3206,1314,24,176,0,33,61,43,4994,3583,1365,6,30,0,0
TOWN OF LISBON,WAUKESHA,6543,4378,1755,15,228,0,41,63,63,6656,4782,1827,7,35,0,0
TOWN OF MERTON,WAUKESHA,5342,3776,1264,16,176,0,23,32,55,5543,4283,1215,2,32,0,0
TOWN OF MUKWONAGO,WAUKESHA,4871,3372,1207,14,184,0,24,32,38,4941,3647,1247,6,29,0,0
TOWN OF OCONOMOWOC,WAUKESHA,5667,3887,1483,13,164,0,37,30,53,5665,4082,1534,12,30,0,0
TOWN OF OTTAWA,WAUKESHA,2497,1647,689,7,91,0,15,18,30,2519,1771,722,5,16,0,0
TOWN OF VERNON,WAUKESHA,5005,3447,1298,12,152,0,29,30,37,5118,3650,1429,9,26,0,0
TOWN OF WAUKESHA,WAUKESHA,5541,3537,1656,21,197,0,28,48,54,5842,4088,1707,7,32,0,0
VILLAGE OF BIG BEND,WAUKESHA,764,540,180,3,33,0,2,1,5,798,545,239,1,8,0,0
VILLAGE OF BUTLER,WAUKESHA,961,560,323,6,51,0,7,6,8,1097,647,431,6,9,0,0
VILLAGE OF CHENEQUA,WAUKESHA,343,250,70,0,12,0,0,4,7,380,327,48,1,4,0,0
VILLAGE OF DOUSMAN,WAUKESHA,1305,852,371,2,51,0,9,11,9,1359,938,413,2,6,0,0
VILLAGE OF EAGLE,WAUKESHA,1132,812,240,8,45,0,8,8,11,1106,807,283,0,12,0,0
VILLAGE OF ELM GROVE,WAUKESHA,4277,2285,1706,11,153,0,22,34,66,4386,2968,1388,4,24,0,0
VILLAGE OF HARTLAND,WAUKESHA,5294,3231,1676,24,236,0,36,48,43,5386,3666,1671,2,41,0,0
VILLAGE OF LAC LA BELLE,WAUKESHA,203,133,57,0,7,0,0,1,5,219,174,44,0,1,0,0
VILLAGE OF LANNON,WAUKESHA,715,452,225,4,24,0,5,1,4,691,432,249,0,9,0,0
VILLAGE OF MENOMONEE FALLS,WAUKESHA,22373,12614,8227,82,824,0,185,178,263,22550,14453,7867,35,150,0,0
VILLAGE OF MERTON,WAUKESHA,1951,1407,429,6,65,0,11,9,24,1945,1552,380,0,9,0,0
VILLAGE OF MUKWONAGO,WAUKESHA,4211,2667,1255,17,170,0,24,37,41,4122,2768,1312,6,31,0,0
VILLAGE OF NASHOTAH,WAUKESHA,868,583,238,1,35,0,1,3,7,931,691,234,0,6,0,0
VILLAGE OF NORTH PRAIRIE,WAUKESHA,1316,917,325,4,47,0,5,11,7,1360,999,348,0,12,0,0
VILLAGE OF OCONOMOWOC LAKE,WAUKESHA,354,252,82,1,10,0,1,0,8,385,302,81,0,2,0,0
VILLAGE OF PEWAUKEE,WAUKESHA,4608,2708,1583,14,192,0,31,45,35,4824,3120,1666,6,27,0,0
VILLAGE OF SUMMIT,WAUKESHA,3000,1908,891,6,118,0,13,22,42,2956,2109,822,2,18,0,0
VILLAGE OF SUSSEX,WAUKESHA,6232,3838,1990,29,236,0,49,39,51,6231,4219,1941,11,53,0,0
VILLAGE OF WALES,WAUKESHA,1742,1090,547,11,46,0,11,12,25,1715,1162,542,2,5,0,0
CITY OF BROOKFIELD,WAUKESHA,24741,13970,9144,64,856,0,166,209,332,25769,17475,8085,20,149,0,0
CITY OF DELAFIELD,WAUKESHA,4417,2623,1494,15,166,0,16,48,55,4356,2948,1376,4,27,0,0
CITY OF MUSKEGO,WAUKESHA,15287,9995,4412,48,510,0,106,85,131,15518,10769,4622,20,96,0,0
CITY OF NEW BERLIN,WAUKESHA,24925,14439,8868,83,929,0,170,170,266,25925,16851,8835,29,172,0,0
CITY OF OCONOMOWOC,WAUKESHA,9713,5835,3222,45,371,0,56,68,116,9418,6170,3157,14,60,0,0
CITY OF PEWAUKEE,WAUKESHA,9383,5925,2874,39,321,0,55,57,112,9381,6709,2605,12,45,0,0
CITY OF WAUKESHA,WAUKESHA,35717,18246,14577,151,1634,0,392,348,369,37939,21645,15804,59,355,0,0
TOWN OF BEAR CREEK,WAUPACA,385,275,93,3,10,0,4,0,0,386,250,135,0,0,0,0
TOWN OF CALEDONIA,WAUPACA,969,655,259,7,29,0,4,7,8,979,616,352,2,8,0,0
TOWN OF DAYTON,WAUPACA,1569,953,531,2,52,0,17,6,8,1624,951,665,2,6,0,0
TOWN OF DUPONT,WAUPACA,331,236,80,1,11,0,3,0,0,325,205,116,0,4,0,0
TOWN OF FARMINGTON,WAUPACA,2139,1210,822,9,60,0,22,9,7,2112,1116,968,5,23,0,0
TOWN OF FREMONT,WAUPACA,390,274,102,1,10,0,0,0,3,364,216,146,2,0,0,0
TOWN OF HARRISON,WAUPACA,264,169,87,1,1,0,1,2,3,252,135,114,1,2,0,0
TOWN OF HELVETIA,WAUPACA,396,276,102,1,15,0,1,1,0,368,228,133,0,7,0,0
TOWN OF IOLA,WAUPACA,553,366,164,2,11,0,4,2,4,552,319,227,3,3,0,0
TOWN OF LARRABEE,WAUPACA,674,461,188,1,13,0,7,2,2,693,419,269,1,4,0,0
TOWN OF LEBANON,WAUPACA,893,570,279,5,19,0,8,6,6,867,464,394,2,7,0,0
TOWN OF LIND,WAUPACA,819,542,222,5,31,0,4,6,9,811,471,333,4,3,0,0
TOWN OF LITTLE WOLF,WAUPACA,732,551,153,0,22,0,5,1,0,732,472,250,1,9,0,0
TOWN OF MATTESON,WAUPACA,519,365,133,1,13,0,1,2,4,499,305,191,0,3,0,0
TOWN OF MUKWA,WAUPACA,1689,1064,545,6,41,0,11,8,14,1601,848,734,4,15,0,0
TOWN OF ROYALTON,WAUPACA,780,548,197,1,27,0,6,1,0,752,470,276,3,3,0,0
TOWN OF SAINT LAWRENCE,WAUPACA,387,257,110,3,9,0,4,2,2,355,192,160,0,3,0,0
TOWN OF SCANDINAVIA,WAUPACA,633,345,254,5,18,0,5,2,4,663,337,323,2,1,0,0
TOWN OF UNION,WAUPACA,386,265,107,2,10,0,0,0,2,399,224,175,0,0,0,0
TOWN OF WAUPACA,WAUPACA,659,418,205,4,14,0,5,7,6,663,387,269,0,6,0,0
TOWN OF WEYAUWEGA,WAUPACA,319,221,75,6,11,0,3,3,0,310,170,134,1,5,0,0
TOWN OF WYOMING,WAUPACA,155,107,43,3,1,0,1,0,0,166,82,80,3,1,0,0
VILLAGE OF BIG FALLS,WAUPACA,41,28,10,0,2,0,0,0,1,38,21,17,0,0,0,0
VILLAGE OF EMBARRASS,WAUPACA,160,110,41,1,7,0,1,0,0,151,97,53,0,1,0,0
VILLAGE OF FREMONT,WAUPACA,434,297,105,3,21,0,3,1,4,407,274,132,0,1,0,0
VILLAGE OF IOLA,WAUPACA,653,377,249,1,16,0,7,1,2,657,310,337,1,8,0,0
