county_city_key,totalvote16,REP16,DEM16,CON16,LIB16,hidden16,WGR16,IND16,SCATTERING16,totalvote12,REP12,DEM12,CON12,IND12,hidden12,SCATTERING12,scanner,voting_machine
CALUMET___VILLAGE OF POTTER,146,109,24,1,7,0,2,3,0,138,85,47,0,6,0,0,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
CALUMET___VILLAGE OF SHERWOOD,1818,1034,683,14,64,0,12,11,0,1704,1021,664,1,17,0,0,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
CALUMET___VILLAGE OF STOCKBRIDGE,395,237,137,3,15,0,2,1,0,382,214,156,0,10,0,0,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
CALUMET___CITY OF APPLETON,5579,2601,2587,38,259,0,50,44,0,5747,2709,2948,14,71,0,0,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
CALUMET___CITY OF BRILLION,1567,985,501,7,54,0,15,5,0,1557,835,701,2,16,0,0,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
CALUMET___CITY OF CHILTON,1790,1055,637,7,69,0,14,8,0,1862,952,876,3,29,0,0,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
CALUMET___CITY OF KIEL,136,80,53,0,3,0,0,0,0,152,75,76,0,1,0,0,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
CALUMET___CITY OF MENASHA,1515,763,662,12,56,0,10,12,0,1335,694,627,0,12,0,0,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
CALUMET___CITY OF NEW HOLSTEIN,1618,912,614,10,59,0,10,13,0,1739,858,853,3,22,0,0,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
CHIPPEWA___TOWN OF ANSON,1281,758,441,4,65,0,5,8,0,1218,687,515,1,13,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___TOWN OF ARTHUR,364,257,92,2,10,0,2,1,0,385,216,166,0,2,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___TOWN OF AUBURN,360,220,115,2,18,0,5,0,0,362,178,169,2,12,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___TOWN OF BIRCH CREEK,313,191,116,2,4,0,0,0,0,303,192,110,0,1,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___TOWN OF BLOOMER,551,384,145,2,15,0,3,2,0,541,326,208,1,5,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___TOWN OF CLEVELAND,453,318,117,1,15,0,1,1,0,411,241,168,0,2,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___TOWN OF COLBURN,414,295,108,1,6,0,2,2,0,406,241,164,1,0,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___TOWN OF COOKS VALLEY,388,267,107,0,14,0,0,0,0,389,234,152,1,2,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___TOWN OF DELMAR,439,299,120,1,17,0,1,1,0,450,257,185,2,6,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___TOWN OF EAGLE POINT,1907,1136,691,10,55,0,11,4,0,1848,1032,798,6,12,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___TOWN OF EDSON,424,264,146,0,12,0,1,1,0,423,196,223,0,4,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___TOWN OF ESTELLA,227,162,59,1,4,0,1,0,0,212,115,95,1,1,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___TOWN OF GOETZ,426,258,150,5,12,0,1,0,0,392,174,214,1,2,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___TOWN OF HALLIE,98,43,48,0,4,0,2,1,0,100,45,54,1,0,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___TOWN OF HOWARD,416,245,134,6,28,0,2,1,0,410,194,211,0,3,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___TOWN OF LAFAYETTE,3438,1880,1379,13,142,0,24,0,0,3382,1701,1642,8,28,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___TOWN OF LAKE HOLCOMBE,581,397,171,0,10,0,1,2,0,565,310,254,0,1,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___TOWN OF RUBY,221,158,57,1,4,0,0,1,0,218,105,111,1,1,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___TOWN OF SAMPSON,503,344,133,4,15,0,2,5,0,472,281,183,2,6,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___TOWN OF SIGEL,509,308,179,4,15,0,3,0,0,501,225,266,2,6,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___TOWN OF TILDEN,865,521,303,5,30,0,3,3,0,846,461,370,3,11,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___TOWN OF WHEATON,1568,874,615,11,52,0,14,2,0,1599,813,764,5,15,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___TOWN OF WOODMOHR,568,363,173,10,15,0,6,1,0,523,287,228,1,4,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___VILLAGE OF BOYD,289,162,109,2,12,0,2,2,0,285,127,154,1,2,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___VILLAGE OF CADOTT,611,346,234,4,23,0,4,0,0,627,273,351,1,2,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___VILLAGE OF LAKE HALLIE,3452,1836,1391,17,163,0,29,16,0,3305,1547,1718,11,21,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___VILLAGE OF NEW AUBURN,211,152,46,0,12,0,0,1,0,220,121,95,1,3,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___CITY OF BLOOMER,1749,1092,577,10,52,0,11,7,0,1760,942,802,5,9,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___CITY OF CHIPPEWA FALLS,6397,2982,2934,40,309,0,89,43,0,6272,2665,3530,8,62,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___CITY OF CORNELL,644,415,207,2,14,0,5,1,0,657,327,323,1,6,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___CITY OF EAU CLAIRE,985,449,463,10,45,0,17,1,0,915,364,537,2,12,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CHIPPEWA___CITY OF STANLEY,916,540,327,5,27,0,17,0,0,935,445,477,0,13,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
CLARK___TOWN OF BEAVER,255,177,66,2,7,0,3,0,0,258,155,102,0,1,0,0,ES&S M100,ES&S iVotronic
CLARK___TOWN OF BUTLER,51,36,14,0,1,0,0,0,0,47,26,21,0,0,0,0,None,ES&S iVotronic
CLARK___TOWN OF COLBY,271,177,76,2,10,0,0,5,1,273,164,104,0,4,0,0,ES&S M100,ES&S Automark
CLARK___TOWN OF DEWHURST,205,127,66,0,5,0,2,1,4,182,103,78,0,1,0,0,ES&S M100,ES&S iVotronic
CLARK___TOWN OF EATON,244,168,60,5,10,0,1,0,0,230,140,81,2,7,0,0,ES&S M100,ES&S iVotronic
CLARK___TOWN OF FOSTER,76,53,20,0,0,0,1,1,1,74,38,35,1,0,0,0,None,ES&S iVotronic
CLARK___TOWN OF FREMONT,503,348,121,6,19,0,4,5,0,491,320,165,1,3,0,0,ES&S M100,ES&S iVotronic
CLARK___TOWN OF GRANT,393,266,103,1,16,0,5,1,1,384,197,176,2,4,0,0,ES&S M100,ES&S iVotronic
CLARK___TOWN OF GREEN GROVE,223,147,62,1,9,0,2,0,2,222,115,104,3,0,0,0,None,ES&S iVotronic
CLARK___TOWN OF HENDREN,190,116,63,1,5,0,2,1,2,218,114,98,4,2,0,0,None,ES&S iVotronic
CLARK___TOWN OF HEWETT,174,109,54,3,7,0,1,0,0,166,74,88,0,2,0,0,None,ES&S iVotronic
CLARK___TOWN OF HIXON,210,133,69,0,6,0,0,0,2,220,104,114,0,1,0,0,None,ES&S iVotronic
CLARK___TOWN OF HOARD,239,164,71,0,2,0,1,1,0,229,139,89,1,0,0,0,ES&S M100,ES&S iVotronic
CLARK___TOWN OF LEVIS,227,156,61,0,4,0,5,1,0,243,132,109,0,1,0,0,None,ES&S iVotronic
CLARK___TOWN OF LONGWOOD,228,141,68,3,11,0,1,4,0,228,123,97,2,5,0,0,None,ES&S iVotronic
CLARK___TOWN OF LOYAL,252,189,48,1,12,0,0,1,1,265,160,103,0,2,0,0,None,ES&S iVotronic
CLARK___TOWN OF LYNN,255,162,75,2,12,0,1,1,2,265,150,107,1,5,0,0,None,ES&S iVotronic
CLARK___TOWN OF MAYVILLE,353,235,100,2,12,0,1,2,1,349,212,133,1,3,0,0,None,ES&S iVotronic
CLARK___TOWN OF MEAD,148,89,45,0,7,0,0,2,5,143,64,77,0,2,0,0,None,ES&S iVotronic
CLARK___TOWN OF MENTOR,246,147,78,1,15,0,2,1,2,248,124,115,3,4,0,0,None,ES&S iVotronic
CLARK___TOWN OF PINE VALLEY,629,400,205,1,13,0,5,3,2,618,327,284,0,5,0,0,ES&S M100,ES&S iVotronic
CLARK___TOWN OF RESEBURG,187,109,72,0,5,0,1,0,0,185,77,106,0,2,0,0,None,ES&S iVotronic
CLARK___TOWN OF SEIF,102,62,34,0,4,0,2,0,0,101,51,46,3,1,0,0,None,ES&S iVotronic
CLARK___TOWN OF SHERMAN,326,229,81,2,9,0,1,1,3,351,205,141,2,2,0,0,ES&S M100,ES&S iVotronic
CLARK___TOWN OF SHERWOOD,150,72,68,1,7,0,1,1,0,148,62,81,0,2,0,0,None,ES&S iVotronic
CLARK___TOWN OF THORP,305,193,101,0,5,0,2,3,1,288,131,155,0,2,0,0,None,ES&S iVotronic
CLARK___TOWN OF UNITY,307,216,72,2,11,0,4,2,0,315,184,120,1,9,0,0,ES&S M100,ES&S iVotronic
CLARK___TOWN OF WARNER,235,167,62,1,2,0,2,0,1,257,146,111,0,0,0,0,None,ES&S iVotronic
CLARK___TOWN OF WASHBURN,146,108,32,0,5,0,1,0,0,144,84,57,0,3,0,0,None,ES&S iVotronic
CLARK___TOWN OF WESTON,307,196,100,2,8,0,1,0,0,310,161,145,0,3,0,0,ES&S M100,ES&S iVotronic
CLARK___TOWN OF WITHEE,283,191,78,5,6,0,0,2,1,301,169,125,1,5,0,0,None,ES&S iVotronic
CLARK___TOWN OF WORDEN,233,165,55,4,5,0,4,0,0,239,136,102,0,1,0,0,None,ES&S iVotronic
CLARK___TOWN OF YORK,344,222,100,4,12,0,3,3,0,376,191,177,4,4,0,0,ES&S M100,ES&S iVotronic
CLARK___VILLAGE OF CURTISS,47,32,12,1,2,0,0,0,0,54,33,20,1,0,0,0,ES&S M100,ES&S iVotronic
CLARK___VILLAGE OF DORCHESTER,300,197,79,4,14,0,1,0,5,292,176,112,0,4,0,0,ES&S M100,ES&S iVotronic
CLARK___VILLAGE OF GRANTON,179,112,55,0,8,0,4,0,0,168,82,83,0,2,0,0,None,ES&S iVotronic
CLARK___VILLAGE OF WITHEE,246,156,71,2,8,0,3,5,1,220,107,111,0,2,0,0,None,ES&S iVotronic
CLARK___CITY OF ABBOTSFORD,640,373,232,4,16,0,7,4,4,671,386,278,1,6,0,0,ES&S M100,ES&S Automark
CLARK___CITY OF COLBY,547,339,169,2,22,0,4,5,6,539,310,223,1,4,0,0,ES&S M100,ES&S Automark
CLARK___CITY OF GREENWOOD,530,285,203,5,22,0,7,4,4,487,238,241,1,6,0,0,ES&S M100,ES&S iVotronic
CLARK___CITY OF LOYAL,565,358,177,5,18,0,4,2,1,607,355,247,0,4,0,0,ES&S M100,ES&S iVotronic
CLARK___CITY OF NEILLSVILLE,1067,595,409,5,29,0,12,9,8,1148,563,567,2,14,0,0,ES&S M100,ES&S Automark
CLARK___CITY OF OWEN,435,220,174,7,28,0,5,0,1,421,185,232,1,2,0,0,ES&S M100,ES&S iVotronic
CLARK___CITY OF THORP,737,453,250,9,22,0,3,0,0,760,359,388,3,9,0,0,ES&S M100,ES&S iVotronic
COLUMBIA___TOWN OF ARLINGTON,468,238,203,1,20,0,2,0,4,494,211,276,0,7,0,0,ES&S DS200,ES&S Automark
COLUMBIA___TOWN OF CALEDONIA,878,369,454,3,30,0,13,1,8,879,389,485,2,2,0,0,ES&S DS200,ES&S Automark
COLUMBIA___TOWN OF COLUMBUS,375,206,134,7,17,0,2,5,4,376,200,174,0,0,0,0,ES&S DS200,ES&S Automark
COLUMBIA___TOWN OF COURTLAND,253,173,66,1,9,0,0,1,3,260,169,89,0,2,0,0,ES&S DS200,ES&S Automark
COLUMBIA___TOWN OF DEKORRA,1392,700,616,4,42,0,18,0,12,1482,696,769,2,12,0,0,ES&S DS200,ES&S Automark
COLUMBIA___TOWN OF FORT WINNEBAGO,511,303,185,0,17,0,3,2,1,554,263,280,0,10,0,0,ES&S DS200,ES&S Automark
COLUMBIA___TOWN OF FOUNTAIN PRAIRIE,508,245,228,3,18,0,2,6,6,525,223,293,0,9,0,0,ES&S DS200,ES&S Automark
COLUMBIA___TOWN OF HAMPDEN,358,193,147,1,11,0,1,1,4,355,182,169,0,4,0,0,ES&S DS200,ES&S Automark
COLUMBIA___TOWN OF LEEDS,476,239,195,3,23,0,7,3,6,511,244,259,1,5,0,0,ES&S DS200,ES&S Automark
COLUMBIA___TOWN OF LEWISTON,686,343,305,5,18,0,6,2,7,688,307,379,0,1,0,0,ES&S DS200,ES&S Automark
COLUMBIA___TOWN OF LODI,2000,961,905,10,71,0,21,11,21,1992,934,1044,1,9,0,0,ES&S DS200,ES&S Automark
COLUMBIA___TOWN OF LOWVILLE,622,321,268,5,18,0,4,1,5,657,300,350,2,5,0,0,ES&S DS200,ES&S Automark
COLUMBIA___TOWN OF MARCELLON,517,291,202,7,8,0,3,4,2,561,267,289,4,1,0,0,ES&S DS200,ES&S Automark
COLUMBIA___TOWN OF NEWPORT,391,216,149,0,13,0,7,3,3,398,175,219,0,3,0,0,ES&S DS200,ES&S Automark
COLUMBIA___TOWN OF OTSEGO,398,209,159,0,22,0,4,2,2,398,179,213,0,5,0,0,ES&S DS200,ES&S Automark
COLUMBIA___TOWN OF PACIFIC,1598,848,685,2,40,0,6,6,11,1676,796,867,2,8,0,0,ES&S DS200,ES&S Automark
COLUMBIA___TOWN OF RANDOLPH,417,323,78,1,5,0,2,3,5,423,318,101,2,1,0,0,ES&S DS200,ES&S Automark
COLUMBIA___TOWN OF SCOTT,339,188,118,2,23,0,3,1,4,370,213,155,0,2,0,0,ES&S DS200,ES&S Automark
COLUMBIA___TOWN OF SPRINGVALE,309,180,120,1,3,0,3,1,1,294,143,149,0,2,0,0,ES&S DS200,ES&S Automark
COLUMBIA___TOWN OF WEST POINT,1277,556,645,4,44,0,7,6,15,1266,560,695,0,11,0,0,ES&S DS200,ES&S Automark
COLUMBIA___TOWN OF WYOCENA,956,487,422,2,27,0,4,3,11,957,422,531,0,4,0,0,ES&S DS200,ES&S Automark
COLUMBIA___VILLAGE OF ARLINGTON,471,227,215,4,14,0,6,2,3,481,207,271,0,1,0,0,ES&S DS200,ES&S Automark
COLUMBIA___VILLAGE OF CAMBRIA,368,175,161,6,12,0,8,4,2,378,154,218,1,3,0,0,ES&S DS200,ES&S ExpressVote
COLUMBIA___VILLAGE OF DOYLESTOWN,139,61,63,0,10,0,4,0,1,142,49,90,2,1,0,0,ES&S DS200,ES&S Automark
COLUMBIA___VILLAGE OF FALL RIVER,804,396,346,3,29,0,12,5,13,838,337,492,0,6,0,0,ES&S DS200,ES&S Automark
COLUMBIA___VILLAGE OF FRIESLAND,163,114,37,2,5,0,2,0,3,179,124,54,0,1,0,0,ES&S DS200,ES&S Automark
COLUMBIA___VILLAGE OF PARDEEVILLE,1029,523,437,14,29,0,14,5,7,1105,448,648,0,9,0,0,ES&S DS200,ES&S Automark
COLUMBIA___VILLAGE OF POYNETTE,1240,530,621,6,51,0,14,2,16,1315,448,847,2,13,0,0,ES&S DS200,ES&S Automark
COLUMBIA___VILLAGE OF RANDOLPH,239,154,64,1,14,0,3,1,2,254,146,106,0,2,0,0,ES&S DS200,ES&S Automark
COLUMBIA___VILLAGE OF RIO,556,246,250,2,26,0,17,6,9,548,175,359,2,11,0,0,ES&S DS200,ES&S Automark
COLUMBIA___VILLAGE OF WYOCENA,333,172,129,2,18,0,9,1,2,361,141,215,2,3,0,0,ES&S DS200,ES&S Automark
COLUMBIA___CITY OF COLUMBUS,2709,1089,1381,12,130,0,47,24,26,2737,1045,1648,1,32,0,0,ES&S DS200,ES&S ExpressVote
COLUMBIA___CITY OF LODI,1752,641,998,4,68,0,12,10,19,1668,589,1065,0,13,0,0,ES&S DS200,ES&S Automark
COLUMBIA___CITY OF PORTAGE,4052,1710,2033,19,176,0,58,12,44,4252,1497,2697,8,40,0,0,ES&S DS200,ES&S ExpressVote
COLUMBIA___CITY OF WISCONSIN DELLS,1114,536,509,1,31,0,22,6,9,1172,475,679,2,14,0,0,ES&S DS200,ES&S Automark
CRAWFORD___TOWN OF BRIDGEPORT,548,295,220,3,22,0,1,3,4,546,280,259,1,6,0,0,None,Dominion (Sequoia)/Command Central-Edge
CRAWFORD___TOWN OF CLAYTON,463,199,231,3,18,0,8,2,2,477,163,306,1,7,0,0,None,Dominion (Sequoia)/Command Central-Edge
CRAWFORD___TOWN OF EASTMAN,405,238,141,2,14,0,7,0,3,372,181,175,2,10,0,0,None,Dominion (Sequoia)/Command Central-Edge
CRAWFORD___TOWN OF FREEMAN,420,208,183,4,20,0,3,2,0,378,134,239,1,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
CRAWFORD___TOWN OF HANEY,165,72,83,1,9,0,0,0,0,177,58,119,0,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
CRAWFORD___TOWN OF MARIETTA,261,156,87,2,11,0,1,4,0,274,126,144,0,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
CRAWFORD___TOWN OF PRAIRIE DU CHIEN,476,268,178,2,18,0,5,2,3,461,212,243,0,6,0,0,None,Dominion (Sequoia)/Command Central-Edge
CRAWFORD___TOWN OF SCOTT,241,113,114,2,6,0,3,1,2,249,86,159,2,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
CRAWFORD___TOWN OF SENECA,451,238,191,0,17,0,0,2,3,437,182,243,1,8,0,0,None,Dominion (Sequoia)/Command Central-Edge
CRAWFORD___TOWN OF UTICA,337,135,173,5,13,0,6,3,2,339,110,223,0,5,0,0,None,Dominion (Sequoia)/Command Central-Edge
CRAWFORD___TOWN OF WAUZEKA,206,119,72,1,11,0,1,0,2,210,101,102,1,5,0,0,None,Dominion (Sequoia)/Command Central-Edge
CRAWFORD___VILLAGE OF BELL CENTER,46,19,16,1,3,0,5,0,2,52,17,34,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
CRAWFORD___VILLAGE OF DE SOTO,47,18,29,0,0,0,0,0,0,54,20,34,0,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
CRAWFORD___VILLAGE OF EASTMAN,177,111,55,0,9,0,0,1,1,174,85,85,2,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
CRAWFORD___VILLAGE OF FERRYVILLE,126,52,70,0,4,0,0,0,0,104,36,64,0,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
CRAWFORD___VILLAGE OF GAYS MILLS,229,95,119,1,11,0,1,1,1,253,71,174,1,7,0,0,None,Dominion (Sequoia)/Command Central-Edge
CRAWFORD___VILLAGE OF LYNXVILLE,71,43,28,0,0,0,0,0,0,74,36,37,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
CRAWFORD___VILLAGE OF MT. STERLING,87,33,47,0,4,0,0,0,3,91,30,61,0,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
CRAWFORD___VILLAGE OF SOLDIERS GROVE,247,114,117,1,7,0,4,1,3,257,90,162,0,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
CRAWFORD___VILLAGE OF STEUBEN,51,34,16,1,0,0,0,0,0,55,17,38,0,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
CRAWFORD___VILLAGE OF WAUZEKA,287,158,109,3,13,0,2,1,1,281,93,188,0,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
CRAWFORD___CITY OF PRAIRIE DU CHIEN,2387,1118,1140,13,67,0,26,12,11,2502,939,1540,4,15,0,0,None,Dominion (Sequoia)/Command Central-Edge
DANE___TOWN OF ALBION,1135,463,592,8,50,0,14,1,7,1116,369,732,1,11,0,0,ES&S DS200,ES&S Automark
DANE___TOWN OF BERRY,759,285,415,3,27,0,9,4,16,778,323,448,1,4,0,0,ES&S DS200,ES&S Automark
DANE___TOWN OF BLACK EARTH,331,137,176,0,10,0,2,1,5,338,134,201,0,2,0,0,ES&S DS200,ES&S Automark
DANE___TOWN OF BLOOMING GROVE,1025,294,665,0,27,0,21,8,10,1143,290,834,1,15,0,0,ES&S DS200,ES&S ExpressVote
DANE___TOWN OF BLUE MOUNDS,597,239,315,2,29,0,3,1,8,590,252,332,2,4,0,0,ES&S DS200,ES&S Automark
DANE___TOWN OF BRISTOL,2411,1100,1132,5,108,0,27,7,32,2292,1042,1229,0,20,0,0,ES&S DS200,ES&S Automark
DANE___TOWN OF BURKE,1943,762,1076,3,54,0,26,4,18,1990,797,1168,2,21,0,0,ES&S DS200,ES&S ExpressVote
DANE___TOWN OF CHRISTIANA,724,323,363,3,24,0,3,2,6,752,313,433,1,5,0,0,ES&S DS200,ES&S ExpressVote
DANE___TOWN OF COTTAGE GROVE,2430,921,1374,4,85,0,20,8,18,2494,1003,1469,1,17,0,0,ES&S DS200,ES&S Automark
DANE___TOWN OF CROSS PLAINS,959,394,498,9,34,0,15,3,6,985,417,561,1,6,0,0,ES&S DS200,ES&S Automark
DANE___TOWN OF DANE,536,276,222,7,18,0,2,6,5,552,268,273,1,9,0,0,ES&S DS200,ES&S ExpressVote
DANE___TOWN OF DEERFIELD,896,385,459,1,26,0,11,5,9,924,383,538,1,2,0,0,ES&S DS200,ES&S Automark
DANE___TOWN OF DUNKIRK,1218,463,683,3,39,0,6,10,14,1258,424,820,5,9,0,0,ES&S DS200,ES&S Automark
DANE___TOWN OF DUNN,3255,1148,1911,9,105,0,47,12,23,3351,1198,2122,3,23,0,0,ES&S DS200,ES&S Automark
DANE___TOWN OF MADISON,2456,253,1999,4,73,0,85,12,30,2561,300,2200,7,50,0,0,ES&S DS200,ES&S Automark
DANE___TOWN OF MAZOMANIE,648,262,347,3,17,0,10,2,7,683,246,432,2,2,0,0,ES&S DS200,ES&S Automark
DANE___TOWN OF MEDINA,755,342,378,0,22,0,4,6,3,790,345,434,1,9,0,0,ES&S DS200,ES&S Automark
DANE___TOWN OF MIDDLETON,4082,1470,2313,13,155,0,30,30,71,4024,1916,2076,4,28,0,0,ES&S DS200,ES&S ExpressVote
DANE___TOWN OF MONTROSE,710,246,429,2,20,0,5,2,6,699,222,470,1,6,0,0,ES&S DS200,ES&S Automark
DANE___TOWN OF OREGON,2119,713,1276,13,70,0,19,8,20,2138,813,1307,2,14,0,0,ES&S DS200,ES&S Automark
DANE___TOWN OF PERRY,491,163,306,1,12,0,2,1,6,494,170,321,0,0,0,0,ES&S DS200,ES&S Automark
DANE___TOWN OF PLEASANT SPRINGS,2099,869,1119,7,59,0,15,5,25,2118,896,1199,1,21,0,0,ES&S DS200,ES&S Automark
DANE___TOWN OF PRIMROSE,448,143,273,4,18,0,8,0,2,456,136,313,0,7,0,0,ES&S DS200,ES&S Automark
DANE___TOWN OF ROXBURY,1086,453,557,4,42,0,7,3,20,1055,444,605,1,5,0,0,ES&S DS200,ES&S Automark
DANE___TOWN OF RUTLAND,1290,461,738,3,49,0,16,8,15,1309,462,834,1,8,0,0,ES&S DS200,ES&S Automark
DANE___TOWN OF SPRINGDALE,1236,455,684,7,52,0,22,4,12,1270,534,727,0,8,0,0,ES&S DS200,ES&S Automark
DANE___TOWN OF SPRINGFIELD,1645,703,833,9,58,0,12,11,19,1687,765,914,2,6,0,0,ES&S DS200,ES&S Automark
DANE___TOWN OF SUN PRAIRIE,1380,594,719,2,41,0,9,1,14,1405,541,854,2,6,0,0,ES&S DS200,ES&S Automark
DANE___TOWN OF VERMONT,548,174,342,0,18,0,6,3,5,582,188,386,1,6,0,0,ES&S DS200,ES&S Automark
DANE___TOWN OF VERONA,1286,462,757,2,39,0,10,5,11,1316,529,775,1,10,0,0,ES&S DS200,ES&S Automark
DANE___TOWN OF VIENNA,921,444,422,3,22,0,14,10,6,910,442,460,2,4,0,0,ES&S DS200,ES&S Automark
DANE___TOWN OF WESTPORT,2821,1031,1607,7,94,0,28,18,36,2804,1221,1566,2,15,0,0,ES&S DS200,ES&S ExpressVote
DANE___TOWN OF YORK,400,191,194,2,10,0,2,0,1,412,178,230,0,4,0,0,ES&S DS200,ES&S Automark
DANE___VILLAGE OF BELLEVILLE,1040,303,687,4,27,0,8,3,8,1061,290,759,1,11,0,0,ES&S DS200,ES&S Automark
DANE___VILLAGE OF BLACK EARTH,777,237,498,5,21,0,4,9,3,775,230,539,1,4,0,0,ES&S DS200,ES&S Automark
DANE___VILLAGE OF BLUE MOUNDS,518,152,329,1,20,0,7,0,9,490,166,320,0,4,0,0,ES&S DS200,ES&S Automark
DANE___VILLAGE OF BROOKLYN,526,157,331,2,20,0,9,1,6,518,170,338,1,8,0,0,ES&S DS200,ES&S Automark
DANE___VILLAGE OF CAMBRIDGE,869,312,513,2,27,0,9,1,5,849,334,505,1,7,0,0,ES&S DS200,ES&S Automark
DANE___VILLAGE OF COTTAGE GROVE,3680,1197,2246,5,150,0,30,12,40,3638,1334,2271,4,22,0,0,ES&S DS200,ES&S Automark
DANE___VILLAGE OF CROSS PLAINS,2200,695,1344,7,88,0,25,17,24,2204,785,1396,3,17,0,0,ES&S DS200,ES&S Automark
DANE___VILLAGE OF DANE,552,238,268,2,29,0,6,4,5,548,222,323,0,2,0,0,ES&S DS200,ES&S Automark
